Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
5035,Exit short,2023-12-21 07:30,Long,5308.5,1,26520,-24.5,-0.09,6.5,0.02,-23.5,-0.09,-25962.5,-2.60
5035,Entry short,2023-12-21 05:30,Short,5304,1,26520,-24.5,-0.09,6.5,0.02,-23.5,-0.09,-25962.5,-2.60
5036,Exit long,2023-12-21 10:30,Short,5312.5,1,26542.5,18,0.07,95.25,0.36,-29.75,-0.11,-25944.5,-2.59
5036,Entry long,2023-12-21 07:30,Long,5308.5,1,26542.5,18,0.07,95.25,0.36,-29.75,-0.11,-25944.5,-2.59
5037,Exit short,2023-12-21 14:45,Long,5310.25,1,26562.5,9.25,0.03,119,0.45,-33.5,-0.13,-25935.25,-2.59
5037,Entry short,2023-12-21 10:30,Short,5312.5,1,26562.5,9.25,0.03,119,0.45,-33.5,-0.13,-25935.25,-2.59
5038,Exit long,2023-12-22 01:15,Short,5318.25,1,26551.25,38,0.14,104,0.39,-42.25,-0.16,-25897.25,-2.59
5038,Entry long,2023-12-21 14:45,Long,5310.25,1,26551.25,38,0.14,104,0.39,-42.25,-0.16,-25897.25,-2.59
5039,Exit short,2023-12-22 03:45,Long,5324.75,1,26591.25,-34.5,-0.13,0,0.00,-41,-0.15,-25931.75,-2.59
5039,Entry short,2023-12-22 01:15,Short,5318.25,1,26591.25,-34.5,-0.13,0,0.00,-41,-0.15,-25931.75,-2.59
5040,Exit long,2023-12-22 09:45,Long Exit,5352.5,1,26623.75,136.75,0.51,137.75,0.52,-26,-0.10,-25795,-2.58
5040,Entry long,2023-12-22 03:45,Long,5324.75,1,26623.75,136.75,0.51,137.75,0.52,-26,-0.10,-25795,-2.58
5041,Exit short,2023-12-22 13:15,Long,5348.5,1,26710,-34.5,-0.13,27.75,0.10,-33.5,-0.13,-25829.5,-2.58
5041,Entry short,2023-12-22 11:00,Short,5342,1,26710,-34.5,-0.13,27.75,0.10,-33.5,-0.13,-25829.5,-2.58
5042,Exit long,2023-12-22 14:15,Short,5335.75,1,26742.5,-65.75,-0.25,0,0.00,-84.75,-0.32,-25895.25,-2.59
5042,Entry long,2023-12-22 13:15,Long,5348.5,1,26742.5,-65.75,-0.25,0,0.00,-84.75,-0.32,-25895.25,-2.59
5043,Exit short,2023-12-22 14:45,Long,5334,1,26678.75,6.75,0.03,89,0.33,-4.75,-0.02,-25888.5,-2.59
5043,Entry short,2023-12-22 14:15,Short,5335.75,1,26678.75,6.75,0.03,89,0.33,-4.75,-0.02,-25888.5,-2.59
5044,Exit long,2023-12-26 07:00,Short,5343.25,1,26670,44.25,0.17,70.25,0.26,-17.25,-0.06,-25844.25,-2.58
5044,Entry long,2023-12-22 14:45,Long,5334,1,26670,44.25,0.17,70.25,0.26,-17.25,-0.06,-25844.25,-2.58
5045,Exit short,2023-12-26 09:45,Long,5347.75,1,26716.25,-24.5,-0.09,19,0.07,-28.5,-0.11,-25868.75,-2.59
5045,Entry short,2023-12-26 07:00,Short,5343.25,1,26716.25,-24.5,-0.09,19,0.07,-28.5,-0.11,-25868.75,-2.59
5046,Exit long,2023-12-26 20:30,Short,5356.25,1,26738.75,40.5,0.15,97.75,0.37,-17.25,-0.06,-25828.25,-2.58
5046,Entry long,2023-12-26 09:45,Long,5347.75,1,26738.75,40.5,0.15,97.75,0.37,-17.25,-0.06,-25828.25,-2.58
5047,Exit short,2023-12-27 01:30,Long,5361,1,26781.25,-25.75,-0.10,1.5,0.01,-27.25,-0.10,-25854,-2.59
5047,Entry short,2023-12-26 20:30,Short,5356.25,1,26781.25,-25.75,-0.10,1.5,0.01,-27.25,-0.10,-25854,-2.59
5048,Exit long,2023-12-27 03:15,Short,5356.75,1,26805,-23.25,-0.09,5.25,0.02,-27.25,-0.10,-25877.25,-2.59
5048,Entry long,2023-12-27 01:30,Long,5361,1,26805,-23.25,-0.09,5.25,0.02,-27.25,-0.10,-25877.25,-2.59
5049,Exit short,2023-12-27 08:15,Long,5359.75,1,26783.75,-17,-0.06,12.75,0.05,-18.5,-0.07,-25894.25,-2.59
5049,Entry short,2023-12-27 03:15,Short,5356.75,1,26783.75,-17,-0.06,12.75,0.05,-18.5,-0.07,-25894.25,-2.59
5050,Exit long,2023-12-27 09:15,Short,5356.75,1,26798.75,-17,-0.06,9,0.03,-17.25,-0.06,-25911.25,-2.59
5050,Entry long,2023-12-27 08:15,Long,5359.75,1,26798.75,-17,-0.06,9,0.03,-17.25,-0.06,-25911.25,-2.59
5051,Exit short,2023-12-27 09:30,Short Exit,5360.75,1,26783.75,-22,-0.08,16.5,0.06,-21,-0.08,-25933.25,-2.59
5051,Entry short,2023-12-27 09:15,Short,5356.75,1,26783.75,-22,-0.08,16.5,0.06,-21,-0.08,-25933.25,-2.59
5052,Exit long,2023-12-27 10:15,Short,5354.5,1,26802.5,-32,-0.12,6.5,0.02,-31,-0.12,-25965.25,-2.60
5052,Entry long,2023-12-27 09:45,Long,5360.5,1,26802.5,-32,-0.12,6.5,0.02,-31,-0.12,-25965.25,-2.60
5053,Exit short,2023-12-27 13:00,Short Exit,5366.25,1,26772.5,-60.75,-0.23,19,0.07,-59.75,-0.22,-26026,-2.60
5053,Entry short,2023-12-27 10:15,Short,5354.5,1,26772.5,-60.75,-0.23,19,0.07,-59.75,-0.22,-26026,-2.60
5054,Exit long,2023-12-27 14:15,Short,5351.5,1,26817.5,-62,-0.23,10.25,0.04,-71,-0.26,-26088,-2.61
5054,Entry long,2023-12-27 13:15,Long,5363.5,1,26817.5,-62,-0.23,10.25,0.04,-71,-0.26,-26088,-2.61
5055,Exit short,2023-12-27 16:00,Long,5368,1,26757.5,-84.5,-0.32,6.5,0.02,-86,-0.32,-26172.5,-2.62
5055,Entry short,2023-12-27 14:15,Short,5351.5,1,26757.5,-84.5,-0.32,6.5,0.02,-86,-0.32,-26172.5,-2.62
5056,Exit long,2023-12-28 03:30,Short,5370.5,1,26840,10.5,0.04,31.5,0.12,-13.5,-0.05,-26162,-2.62
5056,Entry long,2023-12-27 16:00,Long,5368,1,26840,10.5,0.04,31.5,0.12,-13.5,-0.05,-26162,-2.62
5057,Exit short,2023-12-28 10:00,Long,5368.75,1,26852.5,6.75,0.03,41.5,0.15,-2.25,-0.01,-26155.25,-2.62
5057,Entry short,2023-12-28 03:30,Short,5370.5,1,26852.5,6.75,0.03,41.5,0.15,-2.25,-0.01,-26155.25,-2.62
5058,Exit long,2023-12-29 04:00,Short,5371,1,26843.75,9.25,0.03,25.25,0.09,-41,-0.15,-26146,-2.61
5058,Entry long,2023-12-28 10:00,Long,5368.75,1,26843.75,9.25,0.03,25.25,0.09,-41,-0.15,-26146,-2.61
5059,Exit short,2023-12-29 07:00,Short Exit,5364.5,1,26855,30.5,0.11,31.5,0.12,-7.25,-0.03,-26115.5,-2.61
5059,Entry short,2023-12-29 04:00,Short,5371,1,26855,30.5,0.11,31.5,0.12,-7.25,-0.03,-26115.5,-2.61
5060,Exit long,2023-12-29 10:30,Long Exit,5357,1,26831.25,-48.25,-0.18,7.75,0.03,-47.25,-0.18,-26163.75,-2.62
5060,Entry long,2023-12-29 09:45,Long,5366.25,1,26831.25,-48.25,-0.18,7.75,0.03,-47.25,-0.18,-26163.75,-2.62
5061,Exit short,2023-12-29 13:15,Long,5345.75,1,26781.25,50.5,0.19,131.5,0.49,-7.25,-0.03,-26113.25,-2.61
5061,Entry short,2023-12-29 10:45,Short,5356.25,1,26781.25,50.5,0.19,131.5,0.49,-7.25,-0.03,-26113.25,-2.61
5062,Exit long,2024-01-02 04:15,Short,5355.5,1,26728.75,46.75,0.17,75.25,0.28,-27.25,-0.10,-26066.5,-2.61
5062,Entry long,2023-12-29 13:15,Long,5345.75,1,26728.75,46.75,0.17,75.25,0.28,-27.25,-0.10,-26066.5,-2.61
5063,Exit short,2024-01-02 06:00,Short Exit,5344.75,1,26777.5,51.75,0.19,52.75,0.20,-3.5,-0.01,-26014.75,-2.60
5063,Entry short,2024-01-02 04:15,Short,5355.5,1,26777.5,51.75,0.19,52.75,0.20,-3.5,-0.01,-26014.75,-2.60
5064,Exit long,2024-01-02 14:00,Short,5315,1,26602.5,-29.5,-0.11,49,0.18,-34.75,-0.13,-26044.25,-2.60
5064,Entry long,2024-01-02 11:45,Long,5320.5,1,26602.5,-29.5,-0.11,49,0.18,-34.75,-0.13,-26044.25,-2.60
5065,Exit short,2024-01-02 16:00,Long,5321,1,26575,-32,-0.12,81.5,0.31,-33.5,-0.13,-26076.25,-2.61
5065,Entry short,2024-01-02 14:00,Short,5315,1,26575,-32,-0.12,81.5,0.31,-33.5,-0.13,-26076.25,-2.61
5066,Exit long,2024-01-03 04:00,Short,5314.5,1,26605,-34.5,-0.13,14,0.05,-36,-0.14,-26110.75,-2.61
5066,Entry long,2024-01-02 16:00,Long,5321,1,26605,-34.5,-0.13,14,0.05,-36,-0.14,-26110.75,-2.61
5067,Exit short,2024-01-03 09:45,Short Exit,5292,1,26572.5,110.5,0.42,111.5,0.42,-8.5,-0.03,-26000.25,-2.60
5067,Entry short,2024-01-03 04:00,Short,5314.5,1,26572.5,110.5,0.42,111.5,0.42,-8.5,-0.03,-26000.25,-2.60
5068,Exit long,2024-01-03 14:15,Short,5287.5,1,26477.5,-42,-0.16,24,0.09,-71,-0.27,-26042.25,-2.60
5068,Entry long,2024-01-03 13:00,Long,5295.5,1,26477.5,-42,-0.16,24,0.09,-71,-0.27,-26042.25,-2.60
5069,Exit short,2024-01-03 14:30,Long,5302.25,1,26437.5,-75.75,-0.29,14,0.05,-84.75,-0.32,-26118,-2.61
5069,Entry short,2024-01-03 14:15,Short,5287.5,1,26437.5,-75.75,-0.29,14,0.05,-84.75,-0.32,-26118,-2.61
5070,Exit long,2024-01-03 15:15,Short,5287.25,1,26511.25,-77,-0.29,10.25,0.04,-87.25,-0.33,-26195,-2.62
5070,Entry long,2024-01-03 14:30,Long,5302.25,1,26511.25,-77,-0.29,10.25,0.04,-87.25,-0.33,-26195,-2.62
5071,Exit short,2024-01-04 02:00,Long,5286.5,1,26436.25,1.75,0.01,66.5,0.25,-16,-0.06,-26193.25,-2.62
5071,Entry short,2024-01-03 15:15,Short,5287.25,1,26436.25,1.75,0.01,66.5,0.25,-16,-0.06,-26193.25,-2.62
5072,Exit long,2024-01-04 04:00,Short,5283.25,1,26432.5,-18.25,-0.07,16.5,0.06,-18.5,-0.07,-26211.5,-2.62
5072,Entry long,2024-01-04 02:00,Long,5286.5,1,26432.5,-18.25,-0.07,16.5,0.06,-18.5,-0.07,-26211.5,-2.62
5073,Exit short,2024-01-04 10:00,Short Exit,5288.75,1,26416.25,-29.5,-0.11,61.5,0.23,-28.5,-0.11,-26241,-2.62
5073,Entry short,2024-01-04 04:00,Short,5283.25,1,26416.25,-29.5,-0.11,61.5,0.23,-28.5,-0.11,-26241,-2.62
5074,Exit long,2024-01-04 12:15,Short,5285.25,1,26455,-30.75,-0.12,41.5,0.16,-46,-0.17,-26271.75,-2.63
5074,Entry long,2024-01-04 10:15,Long,5291,1,26455,-30.75,-0.12,41.5,0.16,-46,-0.17,-26271.75,-2.63
5075,Exit short,2024-01-05 09:00,Long,5252.75,1,26426.25,160.5,0.61,250.25,0.95,-12.25,-0.05,-26111.25,-2.61
5075,Entry short,2024-01-04 12:15,Short,5285.25,1,26426.25,160.5,0.61,250.25,0.95,-12.25,-0.05,-26111.25,-2.61
5076,Exit long,2024-01-05 12:15,Short,5266.5,1,26263.75,66.75,0.25,204,0.78,-3.5,-0.01,-26044.5,-2.60
5076,Entry long,2024-01-05 09:00,Long,5252.75,1,26263.75,66.75,0.25,204,0.78,-3.5,-0.01,-26044.5,-2.60
5077,Exit short,2024-01-05 13:45,Long,5272,1,26332.5,-29.5,-0.11,57.75,0.22,-46,-0.17,-26074,-2.61
5077,Entry short,2024-01-05 12:15,Short,5266.5,1,26332.5,-29.5,-0.11,57.75,0.22,-46,-0.17,-26074,-2.61
5078,Exit long,2024-01-05 15:00,Short,5256.25,1,26360,-80.75,-0.31,31.5,0.12,-87.25,-0.33,-26154.75,-2.62
5078,Entry long,2024-01-05 13:45,Long,5272,1,26360,-80.75,-0.31,31.5,0.12,-87.25,-0.33,-26154.75,-2.62
5079,Exit short,2024-01-07 19:30,Long,5274.5,1,26281.25,-93.25,-0.35,16.5,0.06,-93.5,-0.36,-26248,-2.62
5079,Entry short,2024-01-05 15:00,Short,5256.25,1,26281.25,-93.25,-0.35,16.5,0.06,-93.5,-0.36,-26248,-2.62
5080,Exit long,2024-01-07 21:30,Short,5267.25,1,26372.5,-38.25,-0.15,7.75,0.03,-43.5,-0.16,-26286.25,-2.63
5080,Entry long,2024-01-07 19:30,Long,5274.5,1,26372.5,-38.25,-0.15,7.75,0.03,-43.5,-0.16,-26286.25,-2.63
5081,Exit short,2024-01-08 02:15,Long,5267,1,26336.25,-0.75,0.00,30.25,0.11,-7.25,-0.03,-26287,-2.63
5081,Entry short,2024-01-07 21:30,Short,5267.25,1,26336.25,-0.75,0.00,30.25,0.11,-7.25,-0.03,-26287,-2.63
5082,Exit long,2024-01-08 03:15,Short,5262,1,26335,-27,-0.10,0.25,0.00,-33.5,-0.13,-26314,-2.63
5082,Entry long,2024-01-08 02:15,Long,5267,1,26335,-27,-0.10,0.25,0.00,-33.5,-0.13,-26314,-2.63
5083,Exit short,2024-01-08 06:15,Long,5261.75,1,26310,-0.75,0.00,67.75,0.26,-34.75,-0.13,-26314.75,-2.63
5083,Entry short,2024-01-08 03:15,Short,5262,1,26310,-0.75,0.00,67.75,0.26,-34.75,-0.13,-26314.75,-2.63
5084,Exit long,2024-01-08 14:15,Long Exit,5318.25,1,26308.75,280.5,1.07,281.5,1.07,-22.25,-0.08,-26034.25,-2.60
5084,Entry long,2024-01-08 06:15,Long,5261.75,1,26308.75,280.5,1.07,281.5,1.07,-22.25,-0.08,-26034.25,-2.60
5085,Exit short,2024-01-09 08:00,Long,5317.75,1,26631.25,40.5,0.15,79,0.30,-3.5,-0.01,-25993.75,-2.60
5085,Entry short,2024-01-09 03:00,Short,5326.25,1,26631.25,40.5,0.15,79,0.30,-3.5,-0.01,-25993.75,-2.60
5086,Exit long,2024-01-09 08:45,Short,5308,1,26588.75,-50.75,-0.19,0,0.00,-49.75,-0.19,-26044.5,-2.60
5086,Entry long,2024-01-09 08:00,Long,5317.75,1,26588.75,-50.75,-0.19,0,0.00,-49.75,-0.19,-26044.5,-2.60
5087,Exit short,2024-01-09 10:15,Long,5312.75,1,26540,-25.75,-0.10,36.5,0.14,-24.75,-0.09,-26070.25,-2.61
5087,Entry short,2024-01-09 08:45,Short,5308,1,26540,-25.75,-0.10,36.5,0.14,-24.75,-0.09,-26070.25,-2.61
5088,Exit long,2024-01-09 15:45,Short,5321.5,1,26563.75,41.75,0.16,119,0.45,-21,-0.08,-26028.5,-2.60
5088,Entry long,2024-01-09 10:15,Long,5312.75,1,26563.75,41.75,0.16,119,0.45,-21,-0.08,-26028.5,-2.60
5089,Exit short,2024-01-10 02:45,Long,5325.5,1,26607.5,-22,-0.08,22.75,0.09,-42.25,-0.16,-26050.5,-2.61
5089,Entry short,2024-01-09 15:45,Short,5321.5,1,26607.5,-22,-0.08,22.75,0.09,-42.25,-0.16,-26050.5,-2.61
5090,Exit long,2024-01-10 06:30,Short,5326.75,1,26627.5,4.25,0.02,59,0.22,-13.5,-0.05,-26046.25,-2.60
5090,Entry long,2024-01-10 02:45,Long,5325.5,1,26627.5,4.25,0.02,59,0.22,-13.5,-0.05,-26046.25,-2.60
5091,Exit short,2024-01-10 09:30,Long,5328.5,1,26633.75,-10.75,-0.04,29,0.11,-16,-0.06,-26057,-2.61
5091,Entry short,2024-01-10 06:30,Short,5326.75,1,26633.75,-10.75,-0.04,29,0.11,-16,-0.06,-26057,-2.61
5092,Exit long,2024-01-10 10:15,Short,5331,1,26642.5,10.5,0.04,57.75,0.22,-17.25,-0.06,-26046.5,-2.60
5092,Entry long,2024-01-10 09:30,Long,5328.5,1,26642.5,10.5,0.04,57.75,0.22,-17.25,-0.06,-26046.5,-2.60
5093,Exit short,2024-01-10 10:30,Short Exit,5337.75,1,26655,-35.75,-0.13,10.25,0.04,-34.75,-0.13,-26082.25,-2.61
5093,Entry short,2024-01-10 10:15,Short,5331,1,26655,-35.75,-0.13,10.25,0.04,-34.75,-0.13,-26082.25,-2.61
5094,Exit long,2024-01-10 15:45,Short,5345.5,1,26705,20.5,0.08,101.5,0.38,-32.25,-0.12,-26061.75,-2.61
5094,Entry long,2024-01-10 13:00,Long,5341,1,26705,20.5,0.08,101.5,0.38,-32.25,-0.12,-26061.75,-2.61
5095,Exit short,2024-01-10 15:45,Short Exit,5355.5,1,26727.5,-52,-0.19,34,0.13,-51,-0.19,-26113.75,-2.61
5095,Entry short,2024-01-10 15:45,Short,5345.5,1,26727.5,-52,-0.19,34,0.13,-51,-0.19,-26113.75,-2.61
5096,Exit long,2024-01-11 04:30,Short,5363.5,1,26801.25,14.25,0.05,52.75,0.20,-12.25,-0.05,-26099.5,-2.61
5096,Entry long,2024-01-10 20:15,Long,5360.25,1,26801.25,14.25,0.05,52.75,0.20,-12.25,-0.05,-26099.5,-2.61
5097,Exit short,2024-01-11 08:30,Long,5364.25,1,26817.5,-5.75,-0.02,37.75,0.14,-13.5,-0.05,-26105.25,-2.61
5097,Entry short,2024-01-11 04:30,Short,5363.5,1,26817.5,-5.75,-0.02,37.75,0.14,-13.5,-0.05,-26105.25,-2.61
5098,Exit long,2024-01-11 08:30,Long Exit,5351.5,1,26821.25,-65.75,-0.25,30.25,0.11,-64.75,-0.24,-26171,-2.62
5098,Entry long,2024-01-11 08:30,Long,5364.25,1,26821.25,-65.75,-0.25,30.25,0.11,-64.75,-0.24,-26171,-2.62
5099,Exit short,2024-01-11 09:30,Long,5360.25,1,26736.25,-67,-0.25,37.75,0.14,-69.75,-0.26,-26238,-2.62
5099,Entry short,2024-01-11 08:45,Short,5347.25,1,26736.25,-67,-0.25,37.75,0.14,-69.75,-0.26,-26238,-2.62
5100,Exit long,2024-01-11 10:00,Short,5346.75,1,26801.25,-69.5,-0.26,27.75,0.10,-97.25,-0.36,-26307.5,-2.63
5100,Entry long,2024-01-11 09:30,Long,5360.25,1,26801.25,-69.5,-0.26,27.75,0.10,-97.25,-0.36,-26307.5,-2.63
5101,Exit short,2024-01-11 13:15,Long,5331.5,1,26733.75,74.25,0.28,204,0.76,-6,-0.02,-26233.25,-2.62
5101,Entry short,2024-01-11 10:00,Short,5346.75,1,26733.75,74.25,0.28,204,0.76,-6,-0.02,-26233.25,-2.62
5102,Exit long,2024-01-11 20:15,Short,5336.25,1,26657.5,21.75,0.08,110.25,0.41,-11,-0.04,-26211.5,-2.62
5102,Entry long,2024-01-11 13:15,Long,5331.5,1,26657.5,21.75,0.08,110.25,0.41,-11,-0.04,-26211.5,-2.62
5103,Exit short,2024-01-12 03:15,Long,5345.25,1,26681.25,-47,-0.18,9,0.03,-46,-0.17,-26258.5,-2.63
5103,Entry short,2024-01-11 20:15,Short,5336.25,1,26681.25,-47,-0.18,9,0.03,-46,-0.17,-26258.5,-2.63
5104,Exit long,2024-01-12 05:00,Short,5345.25,1,26726.25,-2,-0.01,46.5,0.17,-7.25,-0.03,-26260.5,-2.63
5104,Entry long,2024-01-12 03:15,Long,5345.25,1,26726.25,-2,-0.01,46.5,0.17,-7.25,-0.03,-26260.5,-2.63
5105,Exit short,2024-01-12 08:45,Long,5345.75,1,26726.25,-4.5,-0.02,101.5,0.38,-27.25,-0.10,-26265,-2.63
5105,Entry short,2024-01-12 05:00,Short,5345.25,1,26726.25,-4.5,-0.02,101.5,0.38,-27.25,-0.10,-26265,-2.63
5106,Exit long,2024-01-12 10:15,Short,5348.75,1,26728.75,13,0.05,117.75,0.44,-17.25,-0.06,-26252,-2.63
5106,Entry long,2024-01-12 08:45,Long,5345.75,1,26728.75,13,0.05,117.75,0.44,-17.25,-0.06,-26252,-2.63
5107,Exit short,2024-01-14 22:45,Long,5351,1,26743.75,-13.25,-0.05,66.5,0.25,-41,-0.15,-26265.25,-2.63
5107,Entry short,2024-01-12 10:15,Short,5348.75,1,26743.75,-13.25,-0.05,66.5,0.25,-41,-0.15,-26265.25,-2.63
5108,Exit long,2024-01-15 02:45,Short,5350.75,1,26755,-3.25,-0.01,24,0.09,-14.75,-0.06,-26268.5,-2.63
5108,Entry long,2024-01-14 22:45,Long,5351,1,26755,-3.25,-0.01,24,0.09,-14.75,-0.06,-26268.5,-2.63
5109,Exit short,2024-01-15 03:15,Long,5353.5,1,26753.75,-15.75,-0.06,6.5,0.02,-17.25,-0.06,-26284.25,-2.63
5109,Entry short,2024-01-15 02:45,Short,5350.75,1,26753.75,-15.75,-0.06,6.5,0.02,-17.25,-0.06,-26284.25,-2.63
5110,Exit long,2024-01-15 03:45,Short,5347.5,1,26767.5,-32,-0.12,4,0.01,-34.75,-0.13,-26316.25,-2.63
5110,Entry long,2024-01-15 03:15,Long,5353.5,1,26767.5,-32,-0.12,4,0.01,-34.75,-0.13,-26316.25,-2.63
5111,Exit short,2024-01-15 04:30,Long,5350.75,1,26737.5,-18.25,-0.07,32.75,0.12,-17.25,-0.06,-26334.5,-2.63
5111,Entry short,2024-01-15 03:45,Short,5347.5,1,26737.5,-18.25,-0.07,32.75,0.12,-17.25,-0.06,-26334.5,-2.63
5112,Exit long,2024-01-15 04:45,Short,5344.25,1,26753.75,-34.5,-0.13,0,0.00,-33.5,-0.13,-26369,-2.64
5112,Entry long,2024-01-15 04:30,Long,5350.75,1,26753.75,-34.5,-0.13,0,0.00,-33.5,-0.13,-26369,-2.64
5113,Exit short,2024-01-16 04:15,Long,5327.25,1,26721.25,83,0.31,126.5,0.47,-18.5,-0.07,-26286,-2.63
5113,Entry short,2024-01-15 04:45,Short,5344.25,1,26721.25,83,0.31,126.5,0.47,-18.5,-0.07,-26286,-2.63
5114,Exit long,2024-01-16 09:00,Short,5328,1,26636.25,1.75,0.01,52.75,0.20,-46,-0.17,-26284.25,-2.63
5114,Entry long,2024-01-16 04:15,Long,5327.25,1,26636.25,1.75,0.01,52.75,0.20,-46,-0.17,-26284.25,-2.63
5115,Exit short,2024-01-16 09:15,Short Exit,5335.25,1,26640,-38.25,-0.14,10.25,0.04,-37.25,-0.14,-26322.5,-2.63
5115,Entry short,2024-01-16 09:00,Short,5328,1,26640,-38.25,-0.14,10.25,0.04,-37.25,-0.14,-26322.5,-2.63
5116,Exit long,2024-01-16 12:15,Short,5328.5,1,26708.75,-68.25,-0.26,32.75,0.12,-73.5,-0.28,-26390.75,-2.64
5116,Entry long,2024-01-16 10:30,Long,5341.75,1,26708.75,-68.25,-0.26,32.75,0.12,-73.5,-0.28,-26390.75,-2.64
5117,Exit short,2024-01-16 16:00,Long,5331.75,1,26642.5,-18.25,-0.07,79,0.30,-29.75,-0.11,-26409,-2.64
5117,Entry short,2024-01-16 12:15,Short,5328.5,1,26642.5,-18.25,-0.07,79,0.30,-29.75,-0.11,-26409,-2.64
5118,Exit long,2024-01-16 22:00,Short,5323,1,26658.75,-45.75,-0.17,9,0.03,-44.75,-0.17,-26454.75,-2.65
5118,Entry long,2024-01-16 16:00,Long,5331.75,1,26658.75,-45.75,-0.17,9,0.03,-44.75,-0.17,-26454.75,-2.65
5119,Exit short,2024-01-17 03:30,Long,5311.25,1,26615,56.75,0.21,95.25,0.36,-4.75,-0.02,-26398,-2.64
5119,Entry short,2024-01-16 22:00,Short,5323,1,26615,56.75,0.21,95.25,0.36,-4.75,-0.02,-26398,-2.64
5120,Exit long,2024-01-17 04:15,Short,5302.5,1,26556.25,-45.75,-0.17,1.5,0.01,-47.25,-0.18,-26443.75,-2.64
5120,Entry long,2024-01-17 03:30,Long,5311.25,1,26556.25,-45.75,-0.17,1.5,0.01,-47.25,-0.18,-26443.75,-2.64
5121,Exit short,2024-01-17 05:15,Long,5312.75,1,26512.5,-53.25,-0.20,2.75,0.01,-53.5,-0.20,-26497,-2.65
5121,Entry short,2024-01-17 04:15,Short,5302.5,1,26512.5,-53.25,-0.20,2.75,0.01,-53.5,-0.20,-26497,-2.65
5122,Exit long,2024-01-17 08:45,Short,5302.75,1,26563.75,-52,-0.20,26.5,0.10,-51,-0.19,-26549,-2.65
5122,Entry long,2024-01-17 05:15,Long,5312.75,1,26563.75,-52,-0.20,26.5,0.10,-51,-0.19,-26549,-2.65
5123,Exit short,2024-01-17 11:15,Long,5305.75,1,26513.75,-17,-0.06,57.75,0.22,-29.75,-0.11,-26566,-2.66
5123,Entry short,2024-01-17 08:45,Short,5302.75,1,26513.75,-17,-0.06,57.75,0.22,-29.75,-0.11,-26566,-2.66
5124,Exit long,2024-01-17 12:30,Short,5296,1,26528.75,-50.75,-0.19,15.25,0.06,-54.75,-0.21,-26616.75,-2.66
5124,Entry long,2024-01-17 11:15,Long,5305.75,1,26528.75,-50.75,-0.19,15.25,0.06,-54.75,-0.21,-26616.75,-2.66
5125,Exit short,2024-01-17 14:45,Long,5298.25,1,26480,-13.25,-0.05,82.75,0.31,-28.5,-0.11,-26630,-2.66
5125,Entry short,2024-01-17 12:30,Short,5296,1,26480,-13.25,-0.05,82.75,0.31,-28.5,-0.11,-26630,-2.66
5126,Exit long,2024-01-17 23:45,Short,5296.5,1,26491.25,-10.75,-0.04,44,0.17,-54.75,-0.21,-26640.75,-2.66
5126,Entry long,2024-01-17 14:45,Long,5298.25,1,26491.25,-10.75,-0.04,44,0.17,-54.75,-0.21,-26640.75,-2.66
5127,Exit short,2024-01-18 01:15,Long,5304.5,1,26482.5,-42,-0.16,0.25,0.00,-42.25,-0.16,-26682.75,-2.67
5127,Entry short,2024-01-17 23:45,Short,5296.5,1,26482.5,-42,-0.16,0.25,0.00,-42.25,-0.16,-26682.75,-2.67
5128,Exit long,2024-01-18 08:45,Short,5317.5,1,26522.5,63,0.24,130.25,0.49,-19.75,-0.07,-26619.75,-2.66
5128,Entry long,2024-01-18 01:15,Long,5304.5,1,26522.5,63,0.24,130.25,0.49,-19.75,-0.07,-26619.75,-2.66
5129,Exit short,2024-01-18 09:00,Short Exit,5325.25,1,26587.5,-40.75,-0.15,9,0.03,-39.75,-0.15,-26660.5,-2.67
5129,Entry short,2024-01-18 08:45,Short,5317.5,1,26587.5,-40.75,-0.15,9,0.03,-39.75,-0.15,-26660.5,-2.67
5130,Exit long,2024-01-18 12:15,Short,5314,1,26622.5,-54.5,-0.20,22.75,0.09,-78.5,-0.29,-26715,-2.67
5130,Entry long,2024-01-18 09:15,Long,5324.5,1,26622.5,-54.5,-0.20,22.75,0.09,-78.5,-0.29,-26715,-2.67
5131,Exit short,2024-01-18 14:15,Long,5326.25,1,26570,-63.25,-0.24,54,0.20,-64.75,-0.24,-26778.25,-2.68
5131,Entry short,2024-01-18 12:15,Short,5314,1,26570,-63.25,-0.24,54,0.20,-64.75,-0.24,-26778.25,-2.68
5132,Exit long,2024-01-19 08:45,Short,5365.75,1,26631.25,195.5,0.73,239,0.90,-4.75,-0.02,-26582.75,-2.66
5132,Entry long,2024-01-18 14:15,Long,5326.25,1,26631.25,195.5,0.73,239,0.90,-4.75,-0.02,-26582.75,-2.66
5133,Exit short,2024-01-19 10:00,Long,5358.25,1,26828.75,35.5,0.13,90.25,0.34,-11,-0.04,-26547.25,-2.65
5133,Entry short,2024-01-19 08:45,Short,5365.75,1,26828.75,35.5,0.13,90.25,0.34,-11,-0.04,-26547.25,-2.65
5134,Exit long,2024-01-19 10:00,Long Exit,5349.5,1,26791.25,-45.75,-0.17,21.5,0.08,-44.75,-0.17,-26593,-2.66
