Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
2071,Entry short,2021-09-07 15:45,Short,5259.75,1,26298.75,-17,-0.06,30.25,0.12,-16,-0.06,-6803.25,-0.68
2072,Exit long,2021-09-07 23:45,Short,5257.75,1,26313.75,-27,-0.10,10.25,0.04,-29.75,-0.11,-6830.25,-0.68
2072,Entry long,2021-09-07 21:00,Long,5262.75,1,26313.75,-27,-0.10,10.25,0.04,-29.75,-0.11,-6830.25,-0.68
2073,Exit short,2021-09-08 01:30,Long,5262.75,1,26288.75,-27,-0.10,0,0.00,-27.25,-0.10,-6857.25,-0.69
2073,Entry short,2021-09-07 23:45,Short,5257.75,1,26288.75,-27,-0.10,0,0.00,-27.25,-0.10,-6857.25,-0.69
2074,Exit long,2021-09-08 02:45,Short,5258.25,1,26313.75,-24.5,-0.09,2.75,0.01,-26,-0.10,-6881.75,-0.69
2074,Entry long,2021-09-08 01:30,Long,5262.75,1,26313.75,-24.5,-0.09,2.75,0.01,-26,-0.10,-6881.75,-0.69
2075,Exit short,2021-09-08 05:30,Long,5249.25,1,26291.25,43,0.16,104,0.40,-4.75,-0.02,-6838.75,-0.68
2075,Entry short,2021-09-08 02:45,Short,5258.25,1,26291.25,43,0.16,104,0.40,-4.75,-0.02,-6838.75,-0.68
2076,Exit long,2021-09-08 08:30,Short,5253.25,1,26246.25,18,0.07,61.5,0.23,-2.25,-0.01,-6820.75,-0.68
2076,Entry long,2021-09-08 05:30,Long,5249.25,1,26246.25,18,0.07,61.5,0.23,-2.25,-0.01,-6820.75,-0.68
2077,Exit short,2021-09-08 12:15,Long,5247,1,26266.25,29.25,0.11,104,0.40,-37.25,-0.14,-6791.5,-0.68
2077,Entry short,2021-09-08 08:30,Short,5253.25,1,26266.25,29.25,0.11,104,0.40,-37.25,-0.14,-6791.5,-0.68
2078,Exit long,2021-09-08 21:00,Short,5242.75,1,26235,-23.25,-0.09,39,0.15,-26,-0.10,-6814.75,-0.68
2078,Entry long,2021-09-08 12:15,Long,5247,1,26235,-23.25,-0.09,39,0.15,-26,-0.10,-6814.75,-0.68
2079,Exit short,2021-09-09 04:15,Long,5242.25,1,26213.75,0.5,0.00,84,0.32,-22.25,-0.08,-6814.25,-0.68
2079,Entry short,2021-09-08 21:00,Short,5242.75,1,26213.75,0.5,0.00,84,0.32,-22.25,-0.08,-6814.25,-0.68
2080,Exit long,2021-09-09 11:30,Short,5252,1,26211.25,46.75,0.18,134,0.51,-29.75,-0.11,-6767.5,-0.68
2080,Entry long,2021-09-09 04:15,Long,5242.25,1,26211.25,46.75,0.18,134,0.51,-29.75,-0.11,-6767.5,-0.68
2081,Exit short,2021-09-09 22:15,Long,5239.25,1,26260,61.75,0.24,122.75,0.47,-22.25,-0.08,-6705.75,-0.67
2081,Entry short,2021-09-09 11:30,Short,5252,1,26260,61.75,0.24,122.75,0.47,-22.25,-0.08,-6705.75,-0.67
2082,Exit long,2021-09-10 09:45,Short,5245.75,1,26196.25,30.5,0.12,95.25,0.36,-11,-0.04,-6675.25,-0.67
2082,Entry long,2021-09-09 22:15,Long,5239.25,1,26196.25,30.5,0.12,95.25,0.36,-11,-0.04,-6675.25,-0.67
2083,Exit short,2021-09-10 12:15,Long,5230,1,26228.75,76.75,0.29,145.25,0.55,-9.75,-0.04,-6598.5,-0.66
2083,Entry short,2021-09-10 09:45,Short,5245.75,1,26228.75,76.75,0.29,145.25,0.55,-9.75,-0.04,-6598.5,-0.66
2084,Exit long,2021-09-10 14:30,Short,5224.25,1,26150,-30.75,-0.12,36.5,0.14,-29.75,-0.11,-6629.25,-0.66
2084,Entry long,2021-09-10 12:15,Long,5230,1,26150,-30.75,-0.12,36.5,0.14,-29.75,-0.11,-6629.25,-0.66
2085,Exit short,2021-09-12 19:00,Long,5211.5,1,26121.25,61.75,0.24,136.5,0.52,-8.5,-0.03,-6567.5,-0.66
2085,Entry short,2021-09-10 14:30,Short,5224.25,1,26121.25,61.75,0.24,136.5,0.52,-8.5,-0.03,-6567.5,-0.66
2086,Exit long,2021-09-12 21:30,Short,5204.75,1,26057.5,-35.75,-0.14,22.75,0.09,-38.5,-0.15,-6603.25,-0.66
2086,Entry long,2021-09-12 19:00,Long,5211.5,1,26057.5,-35.75,-0.14,22.75,0.09,-38.5,-0.15,-6603.25,-0.66
2087,Exit short,2021-09-13 02:00,Long,5208.5,1,26023.75,-20.75,-0.08,41.5,0.16,-29.75,-0.11,-6624,-0.66
2087,Entry short,2021-09-12 21:30,Short,5204.75,1,26023.75,-20.75,-0.08,41.5,0.16,-29.75,-0.11,-6624,-0.66
2088,Exit long,2021-09-13 09:45,Short,5215.25,1,26042.5,31.75,0.12,121.5,0.47,-4.75,-0.02,-6592.25,-0.66
2088,Entry long,2021-09-13 02:00,Long,5208.5,1,26042.5,31.75,0.12,121.5,0.47,-4.75,-0.02,-6592.25,-0.66
2089,Exit short,2021-09-13 15:30,Long,5203.75,1,26076.25,55.5,0.21,152.75,0.59,-43.5,-0.17,-6536.75,-0.65
2089,Entry short,2021-09-13 09:45,Short,5215.25,1,26076.25,55.5,0.21,152.75,0.59,-43.5,-0.17,-6536.75,-0.65
2090,Exit long,2021-09-14 02:15,Short,5212.25,1,26018.75,40.5,0.16,86.5,0.33,-31,-0.12,-6496.25,-0.65
2090,Entry long,2021-09-13 15:30,Long,5203.75,1,26018.75,40.5,0.16,86.5,0.33,-31,-0.12,-6496.25,-0.65
2091,Exit short,2021-09-14 04:15,Long,5211,1,26061.25,4.25,0.02,49,0.19,-22.25,-0.09,-6492,-0.65
2091,Entry short,2021-09-14 02:15,Short,5212.25,1,26061.25,4.25,0.02,49,0.19,-22.25,-0.09,-6492,-0.65
2092,Exit long,2021-09-14 07:30,Short,5210,1,26055,-7,-0.03,32.75,0.13,-21,-0.08,-6499,-0.65
2092,Entry long,2021-09-14 04:15,Long,5211,1,26055,-7,-0.03,32.75,0.13,-21,-0.08,-6499,-0.65
2093,Exit short,2021-09-14 08:30,Short Exit,5220.75,1,26050,-55.75,-0.21,41.5,0.16,-54.75,-0.21,-6554.75,-0.66
2093,Entry short,2021-09-14 07:30,Short,5210,1,26050,-55.75,-0.21,41.5,0.16,-54.75,-0.21,-6554.75,-0.66
2094,Exit long,2021-09-14 10:00,Short,5204,1,26127.5,-109.5,-0.42,6.5,0.02,-112.25,-0.43,-6664.25,-0.67
2094,Entry long,2021-09-14 08:45,Long,5225.5,1,26127.5,-109.5,-0.42,6.5,0.02,-112.25,-0.43,-6664.25,-0.67
2095,Exit short,2021-09-14 19:45,Long,5190.5,1,26020,65.5,0.25,144,0.55,-11,-0.04,-6598.75,-0.66
2095,Entry short,2021-09-14 10:00,Short,5204,1,26020,65.5,0.25,144,0.55,-11,-0.04,-6598.75,-0.66
2096,Exit long,2021-09-14 22:15,Short,5183.75,1,25952.5,-35.75,-0.14,19,0.07,-46,-0.18,-6634.5,-0.66
2096,Entry long,2021-09-14 19:45,Long,5190.5,1,25952.5,-35.75,-0.14,19,0.07,-46,-0.18,-6634.5,-0.66
2097,Exit short,2021-09-15 00:15,Long,5194.25,1,25918.75,-54.5,-0.21,1.5,0.01,-53.5,-0.21,-6689,-0.67
2097,Entry short,2021-09-14 22:15,Short,5183.75,1,25918.75,-54.5,-0.21,1.5,0.01,-53.5,-0.21,-6689,-0.67
2098,Exit long,2021-09-15 02:15,Short,5187.75,1,25971.25,-34.5,-0.13,1.5,0.01,-41,-0.16,-6723.5,-0.67
2098,Entry long,2021-09-15 00:15,Long,5194.25,1,25971.25,-34.5,-0.13,1.5,0.01,-41,-0.16,-6723.5,-0.67
2099,Exit short,2021-09-15 04:30,Long,5195.25,1,25938.75,-39.5,-0.15,10.25,0.04,-39.75,-0.15,-6763,-0.68
2099,Entry short,2021-09-15 02:15,Short,5187.75,1,25938.75,-39.5,-0.15,10.25,0.04,-39.75,-0.15,-6763,-0.68
2100,Exit long,2021-09-15 07:00,Short,5190.25,1,25976.25,-27,-0.10,12.75,0.05,-32.25,-0.12,-6790,-0.68
2100,Entry long,2021-09-15 04:30,Long,5195.25,1,25976.25,-27,-0.10,12.75,0.05,-32.25,-0.12,-6790,-0.68
2101,Exit short,2021-09-15 08:45,Long,5190,1,25951.25,-0.75,0.00,47.75,0.18,-6,-0.02,-6790.75,-0.68
2101,Entry short,2021-09-15 07:00,Short,5190.25,1,25951.25,-0.75,0.00,47.75,0.18,-6,-0.02,-6790.75,-0.68
2102,Exit long,2021-09-15 09:30,Long Exit,5184.5,1,25950,-29.5,-0.11,15.25,0.06,-28.5,-0.11,-6820.25,-0.68
2102,Entry long,2021-09-15 08:45,Long,5190,1,25950,-29.5,-0.11,15.25,0.06,-28.5,-0.11,-6820.25,-0.68
2103,Exit short,2021-09-15 11:30,Long,5196,1,25912.5,-69.5,-0.27,5.25,0.02,-84.75,-0.33,-6889.75,-0.69
2103,Entry short,2021-09-15 09:45,Short,5182.5,1,25912.5,-69.5,-0.27,5.25,0.02,-84.75,-0.33,-6889.75,-0.69
2104,Exit long,2021-09-15 22:00,Short,5220,1,25980,118,0.45,157.75,0.61,-24.75,-0.10,-6771.75,-0.68
2104,Entry long,2021-09-15 11:30,Long,5196,1,25980,118,0.45,157.75,0.61,-24.75,-0.10,-6771.75,-0.68
2105,Exit short,2021-09-16 03:30,Long,5223.25,1,26100,-18.25,-0.07,21.5,0.08,-22.25,-0.09,-6790,-0.68
2105,Entry short,2021-09-15 22:00,Short,5220,1,26100,-18.25,-0.07,21.5,0.08,-22.25,-0.09,-6790,-0.68
2106,Exit long,2021-09-16 05:45,Short,5216.5,1,26116.25,-35.75,-0.14,0,0.00,-34.75,-0.13,-6825.75,-0.68
2106,Entry long,2021-09-16 03:30,Long,5223.25,1,26116.25,-35.75,-0.14,0,0.00,-34.75,-0.13,-6825.75,-0.68
2107,Exit short,2021-09-16 09:00,Long,5219.25,1,26082.5,-15.75,-0.06,51.5,0.20,-18.5,-0.07,-6841.5,-0.68
2107,Entry short,2021-09-16 05:45,Short,5216.5,1,26082.5,-15.75,-0.06,51.5,0.20,-18.5,-0.07,-6841.5,-0.68
2108,Exit long,2021-09-16 09:45,Long Exit,5208,1,26096.25,-58.25,-0.22,31.5,0.12,-57.25,-0.22,-6899.75,-0.69
2108,Entry long,2021-09-16 09:00,Long,5219.25,1,26096.25,-58.25,-0.22,31.5,0.12,-57.25,-0.22,-6899.75,-0.69
2109,Exit short,2021-09-16 12:45,Long,5204.75,1,26018.75,-7,-0.03,104,0.40,-6,-0.02,-6906.75,-0.69
2109,Entry short,2021-09-16 10:00,Short,5203.75,1,26018.75,-7,-0.03,104,0.40,-6,-0.02,-6906.75,-0.69
2110,Exit long,2021-09-16 19:45,Short,5207,1,26023.75,9.25,0.04,106.5,0.41,-41,-0.16,-6897.5,-0.69
2110,Entry long,2021-09-16 12:45,Long,5204.75,1,26023.75,9.25,0.04,106.5,0.41,-41,-0.16,-6897.5,-0.69
2111,Exit short,2021-09-16 23:15,Long,5213,1,26035,-32,-0.12,24,0.09,-32.25,-0.12,-6929.5,-0.69
2111,Entry short,2021-09-16 19:45,Short,5207,1,26035,-32,-0.12,24,0.09,-32.25,-0.12,-6929.5,-0.69
2112,Exit long,2021-09-17 03:45,Short,5213,1,26065,-2,-0.01,45.25,0.17,-2.25,-0.01,-6931.5,-0.69
2112,Entry long,2021-09-16 23:15,Long,5213,1,26065,-2,-0.01,45.25,0.17,-2.25,-0.01,-6931.5,-0.69
2113,Exit short,2021-09-17 08:15,Long,5207.75,1,26065,24.25,0.09,75.25,0.29,-17.25,-0.07,-6907.25,-0.69
2113,Entry short,2021-09-17 03:45,Short,5213,1,26065,24.25,0.09,75.25,0.29,-17.25,-0.07,-6907.25,-0.69
2114,Exit long,2021-09-17 09:30,Short,5205,1,26038.75,-15.75,-0.06,27.75,0.11,-16,-0.06,-6923,-0.69
2114,Entry long,2021-09-17 08:15,Long,5207.75,1,26038.75,-15.75,-0.06,27.75,0.11,-16,-0.06,-6923,-0.69
2115,Exit short,2021-09-19 22:45,Short Exit,5135.75,1,26025,344.25,1.32,345.25,1.33,-26,-0.10,-6578.75,-0.66
2115,Entry short,2021-09-17 09:30,Short,5205,1,26025,344.25,1.32,345.25,1.33,-26,-0.10,-6578.75,-0.66
2116,Exit long,2021-09-20 10:15,Short,5105.25,1,25520,4.25,0.02,84,0.33,-48.5,-0.19,-6574.5,-0.66
2116,Entry long,2021-09-20 09:30,Long,5104,1,25520,4.25,0.02,84,0.33,-48.5,-0.19,-6574.5,-0.66
2117,Exit short,2021-09-20 15:45,Long,5079.75,1,25526.25,125.5,0.49,306.5,1.20,-23.5,-0.09,-6449,-0.64
2117,Entry short,2021-09-20 10:15,Short,5105.25,1,25526.25,125.5,0.49,306.5,1.20,-23.5,-0.09,-6449,-0.64
2118,Exit long,2021-09-21 07:45,Short,5128.25,1,25398.75,240.5,0.95,326.5,1.29,-16,-0.06,-6208.5,-0.62
2118,Entry long,2021-09-20 15:45,Long,5079.75,1,25398.75,240.5,0.95,326.5,1.29,-16,-0.06,-6208.5,-0.62
2119,Exit short,2021-09-21 11:45,Long,5116.5,1,25641.25,56.75,0.22,207.75,0.81,-33.5,-0.13,-6151.75,-0.62
2119,Entry short,2021-09-21 07:45,Short,5128.25,1,25641.25,56.75,0.22,207.75,0.81,-33.5,-0.13,-6151.75,-0.62
2120,Exit long,2021-09-21 13:15,Short,5106.25,1,25582.5,-53.25,-0.21,45.25,0.18,-62.25,-0.24,-6205,-0.62
2120,Entry long,2021-09-21 11:45,Long,5116.5,1,25582.5,-53.25,-0.21,45.25,0.18,-62.25,-0.24,-6205,-0.62
2121,Exit short,2021-09-21 15:15,Long,5112.75,1,25531.25,-34.5,-0.14,75.25,0.29,-36,-0.14,-6239.5,-0.62
2121,Entry short,2021-09-21 13:15,Short,5106.25,1,25531.25,-34.5,-0.14,75.25,0.29,-36,-0.14,-6239.5,-0.62
2122,Exit long,2021-09-21 16:00,Short,5092,1,25563.75,-105.75,-0.41,16.5,0.06,-113.5,-0.44,-6345.25,-0.63
2122,Entry long,2021-09-21 15:15,Long,5112.75,1,25563.75,-105.75,-0.41,16.5,0.06,-113.5,-0.44,-6345.25,-0.63
2123,Exit short,2021-09-21 21:15,Long,5098.25,1,25460,-33.25,-0.13,105.25,0.41,-32.25,-0.13,-6378.5,-0.64
2123,Entry short,2021-09-21 16:00,Short,5092,1,25460,-33.25,-0.13,105.25,0.41,-32.25,-0.13,-6378.5,-0.64
2124,Exit long,2021-09-22 04:00,Short,5106,1,25491.25,36.75,0.14,121.5,0.48,-51,-0.20,-6341.75,-0.63
2124,Entry long,2021-09-21 21:15,Long,5098.25,1,25491.25,36.75,0.14,121.5,0.48,-51,-0.20,-6341.75,-0.63
2125,Exit short,2021-09-22 06:15,Long,5117.75,1,25530,-60.75,-0.24,2.75,0.01,-62.25,-0.24,-6402.5,-0.64
2125,Entry short,2021-09-22 04:00,Short,5106,1,25530,-60.75,-0.24,2.75,0.01,-62.25,-0.24,-6402.5,-0.64
2126,Exit long,2021-09-22 09:45,Short,5109,1,25588.75,-45.75,-0.18,27.75,0.11,-58.5,-0.23,-6448.25,-0.64
2126,Entry long,2021-09-22 06:15,Long,5117.75,1,25588.75,-45.75,-0.18,27.75,0.11,-58.5,-0.23,-6448.25,-0.64
2127,Exit short,2021-09-22 10:00,Long,5124.5,1,25545,-79.5,-0.31,10.25,0.04,-78.5,-0.31,-6527.75,-0.65
2127,Entry short,2021-09-22 09:45,Short,5109,1,25545,-79.5,-0.31,10.25,0.04,-78.5,-0.31,-6527.75,-0.65
2128,Exit long,2021-09-22 15:00,Short,5131.75,1,25622.5,34.25,0.13,156.5,0.61,-16,-0.06,-6493.5,-0.65
2128,Entry long,2021-09-22 10:00,Long,5124.5,1,25622.5,34.25,0.13,156.5,0.61,-16,-0.06,-6493.5,-0.65
2129,Exit short,2021-09-23 03:00,Long,5155,1,25658.75,-118.25,-0.46,25.25,0.10,-124.75,-0.49,-6611.75,-0.66
2129,Entry short,2021-09-22 15:00,Short,5131.75,1,25658.75,-118.25,-0.46,25.25,0.10,-124.75,-0.49,-6611.75,-0.66
2130,Exit long,2021-09-23 06:15,Short,5157.5,1,25775,10.5,0.04,95.25,0.37,-27.25,-0.11,-6601.25,-0.66
2130,Entry long,2021-09-23 03:00,Long,5155,1,25775,10.5,0.04,95.25,0.37,-27.25,-0.11,-6601.25,-0.66
2131,Exit short,2021-09-23 09:45,Long,5173.5,1,25787.5,-82,-0.32,60.25,0.23,-94.75,-0.37,-6683.25,-0.67
2131,Entry short,2021-09-23 06:15,Short,5157.5,1,25787.5,-82,-0.32,60.25,0.23,-94.75,-0.37,-6683.25,-0.67
2132,Exit long,2021-09-23 15:15,Short,5192.25,1,25867.5,91.75,0.35,155.25,0.60,-4.75,-0.02,-6591.5,-0.66
2132,Entry long,2021-09-23 09:45,Long,5173.5,1,25867.5,91.75,0.35,155.25,0.60,-4.75,-0.02,-6591.5,-0.66
2133,Exit short,2021-09-23 20:30,Long,5198,1,25961.25,-30.75,-0.12,35.25,0.14,-46,-0.18,-6622.25,-0.66
2133,Entry short,2021-09-23 15:15,Short,5192.25,1,25961.25,-30.75,-0.12,35.25,0.14,-46,-0.18,-6622.25,-0.66
2134,Exit long,2021-09-23 22:00,Short,5185,1,25990,-67,-0.26,2.75,0.01,-72.25,-0.28,-6689.25,-0.67
2134,Entry long,2021-09-23 20:30,Long,5198,1,25990,-67,-0.26,2.75,0.01,-72.25,-0.28,-6689.25,-0.67
2135,Exit short,2021-09-24 09:45,Long,5185.75,1,25925,-5.75,-0.02,122.75,0.47,-46,-0.18,-6695,-0.67
2135,Entry short,2021-09-23 22:00,Short,5185,1,25925,-5.75,-0.02,122.75,0.47,-46,-0.18,-6695,-0.67
2136,Exit long,2021-09-24 11:30,Short,5178.25,1,25928.75,-39.5,-0.15,44,0.17,-59.75,-0.23,-6734.5,-0.67
2136,Entry long,2021-09-24 09:45,Long,5185.75,1,25928.75,-39.5,-0.15,44,0.17,-59.75,-0.23,-6734.5,-0.67
2137,Exit short,2021-09-24 15:00,Long,5195.5,1,25891.25,-88.25,-0.34,6.5,0.03,-87.25,-0.34,-6822.75,-0.68
2137,Entry short,2021-09-24 11:30,Short,5178.25,1,25891.25,-88.25,-0.34,6.5,0.03,-87.25,-0.34,-6822.75,-0.68
2138,Exit long,2021-09-27 03:15,Short,5211,1,25977.5,75.5,0.29,130.25,0.50,-32.25,-0.12,-6747.25,-0.67
2138,Entry long,2021-09-24 15:00,Long,5195.5,1,25977.5,75.5,0.29,130.25,0.50,-32.25,-0.12,-6747.25,-0.67
2139,Exit short,2021-09-27 10:15,Long,5189.75,1,26055,104.25,0.40,180.25,0.69,-8.5,-0.03,-6643,-0.66
2139,Entry short,2021-09-27 03:15,Short,5211,1,26055,104.25,0.40,180.25,0.69,-8.5,-0.03,-6643,-0.66
2140,Exit long,2021-09-27 11:45,Short,5182.75,1,25948.75,-37,-0.14,31.5,0.12,-43.5,-0.17,-6680,-0.67
2140,Entry long,2021-09-27 10:15,Long,5189.75,1,25948.75,-37,-0.14,31.5,0.12,-43.5,-0.17,-6680,-0.67
2141,Exit short,2021-09-27 14:15,Long,5190.75,1,25913.75,-42,-0.16,31.5,0.12,-44.75,-0.17,-6722,-0.67
2141,Entry short,2021-09-27 11:45,Short,5182.75,1,25913.75,-42,-0.16,31.5,0.12,-44.75,-0.17,-6722,-0.67
2142,Exit long,2021-09-27 16:00,Short,5182.5,1,25953.75,-43.25,-0.17,10.25,0.04,-57.25,-0.22,-6765.25,-0.68
2142,Entry long,2021-09-27 14:15,Long,5190.75,1,25953.75,-43.25,-0.17,10.25,0.04,-57.25,-0.22,-6765.25,-0.68
2143,Exit short,2021-09-27 22:15,Long,5183.25,1,25912.5,-5.75,-0.02,56.5,0.22,-7.25,-0.03,-6771,-0.68
2143,Entry short,2021-09-27 16:00,Short,5182.5,1,25912.5,-5.75,-0.02,56.5,0.22,-7.25,-0.03,-6771,-0.68
2144,Exit long,2021-09-28 02:30,Short,5176,1,25916.25,-38.25,-0.15,41.5,0.16,-38.5,-0.15,-6809.25,-0.68
2144,Entry long,2021-09-27 22:15,Long,5183.25,1,25916.25,-38.25,-0.15,41.5,0.16,-38.5,-0.15,-6809.25,-0.68
2145,Exit short,2021-09-28 09:15,Long,5155,1,25880,103,0.40,190.25,0.74,-2.25,-0.01,-6706.25,-0.67
2145,Entry short,2021-09-28 02:30,Short,5176,1,25880,103,0.40,190.25,0.74,-2.25,-0.01,-6706.25,-0.67
2146,Exit long,2021-09-28 09:45,Short,5141,1,25775,-72,-0.28,21.5,0.08,-71,-0.28,-6778.25,-0.68
2146,Entry long,2021-09-28 09:15,Long,5155,1,25775,-72,-0.28,21.5,0.08,-71,-0.28,-6778.25,-0.68
2147,Exit short,2021-09-28 14:45,Long,5109.75,1,25705,154.25,0.60,282.75,1.10,-19.75,-0.08,-6624,-0.66
2147,Entry short,2021-09-28 09:45,Short,5141,1,25705,154.25,0.60,282.75,1.10,-19.75,-0.08,-6624,-0.66
2148,Exit long,2021-09-28 16:00,Short,5093.25,1,25548.75,-84.5,-0.33,60.25,0.24,-113.5,-0.44,-6708.5,-0.67
2148,Entry long,2021-09-28 14:45,Long,5109.75,1,25548.75,-84.5,-0.33,60.25,0.24,-113.5,-0.44,-6708.5,-0.67
2149,Exit short,2021-09-28 20:30,Long,5113,1,25466.25,-100.75,-0.40,4,0.02,-102.25,-0.40,-6809.25,-0.68
2149,Entry short,2021-09-28 16:00,Short,5093.25,1,25466.25,-100.75,-0.40,4,0.02,-102.25,-0.40,-6809.25,-0.68
2150,Exit long,2021-09-29 07:45,Short,5114.75,1,25565,6.75,0.03,76.5,0.30,-81,-0.32,-6802.5,-0.68
2150,Entry long,2021-09-28 20:30,Long,5113,1,25565,6.75,0.03,76.5,0.30,-81,-0.32,-6802.5,-0.68
2151,Exit short,2021-09-29 10:00,Long,5118,1,25573.75,-18.25,-0.07,94,0.37,-29.75,-0.12,-6820.75,-0.68
2151,Entry short,2021-09-29 07:45,Short,5114.75,1,25573.75,-18.25,-0.07,94,0.37,-29.75,-0.12,-6820.75,-0.68
2152,Exit long,2021-09-29 11:45,Short,5107.25,1,25590,-55.75,-0.22,39,0.15,-64.75,-0.25,-6876.5,-0.69
2152,Entry long,2021-09-29 10:00,Long,5118,1,25590,-55.75,-0.22,39,0.15,-64.75,-0.25,-6876.5,-0.69
2153,Exit short,2021-09-29 14:15,Long,5121.75,1,25536.25,-74.5,-0.29,65.25,0.26,-73.5,-0.29,-6951,-0.70
2153,Entry short,2021-09-29 11:45,Short,5107.25,1,25536.25,-74.5,-0.29,65.25,0.26,-73.5,-0.29,-6951,-0.70
2154,Exit long,2021-09-29 15:45,Short,5106.5,1,25608.75,-78.25,-0.31,16.5,0.06,-77.25,-0.30,-7029.25,-0.70
2154,Entry long,2021-09-29 14:15,Long,5121.75,1,25608.75,-78.25,-0.31,16.5,0.06,-77.25,-0.30,-7029.25,-0.70
2155,Exit short,2021-09-29 22:00,Long,5119.75,1,25532.5,-68.25,-0.27,56.5,0.22,-71,-0.28,-7097.5,-0.71
2155,Entry short,2021-09-29 15:45,Short,5106.5,1,25532.5,-68.25,-0.27,56.5,0.22,-71,-0.28,-7097.5,-0.71
2156,Exit long,2021-09-30 03:15,Short,5126,1,25598.75,29.25,0.11,91.5,0.36,-7.25,-0.03,-7068.25,-0.71
2156,Entry long,2021-09-29 22:00,Long,5119.75,1,25598.75,29.25,0.11,91.5,0.36,-7.25,-0.03,-7068.25,-0.71
2157,Exit short,2021-09-30 03:30,Long,5135.75,1,25630,-50.75,-0.20,0.25,0.00,-57.25,-0.22,-7119,-0.71
2157,Entry short,2021-09-30 03:15,Short,5126,1,25630,-50.75,-0.20,0.25,0.00,-57.25,-0.22,-7119,-0.71
2158,Exit long,2021-09-30 05:45,Short,5122,1,25678.75,-70.75,-0.28,10.25,0.04,-71,-0.28,-7189.75,-0.72
2158,Entry long,2021-09-30 03:30,Long,5135.75,1,25678.75,-70.75,-0.28,10.25,0.04,-71,-0.28,-7189.75,-0.72
2159,Exit short,2021-09-30 14:15,Long,5084,1,25610,188,0.73,337.75,1.32,-9.75,-0.04,-7001.75,-0.70
2159,Entry short,2021-09-30 05:45,Short,5122,1,25610,188,0.73,337.75,1.32,-9.75,-0.04,-7001.75,-0.70
2160,Exit long,2021-09-30 15:45,Short,5068,1,25420,-82,-0.32,46.5,0.18,-81,-0.32,-7083.75,-0.71
2160,Entry long,2021-09-30 14:15,Long,5084,1,25420,-82,-0.32,46.5,0.18,-81,-0.32,-7083.75,-0.71
2161,Exit short,2021-10-01 03:30,Long,5029.75,1,25340,189.25,0.75,290.25,1.15,-11,-0.04,-6894.5,-0.69
2161,Entry short,2021-09-30 15:45,Short,5068,1,25340,189.25,0.75,290.25,1.15,-11,-0.04,-6894.5,-0.69
2162,Exit long,2021-10-01 09:45,Short,5047.25,1,25148.75,85.5,0.34,205.25,0.82,-72.25,-0.29,-6809,-0.68
2162,Entry long,2021-10-01 03:30,Long,5029.75,1,25148.75,85.5,0.34,205.25,0.82,-72.25,-0.29,-6809,-0.68
2163,Exit short,2021-10-01 11:00,Long,5046.5,1,25236.25,1.75,0.01,101.5,0.40,-53.5,-0.21,-6807.25,-0.68
2163,Entry short,2021-10-01 09:45,Short,5047.25,1,25236.25,1.75,0.01,101.5,0.40,-53.5,-0.21,-6807.25,-0.68
2164,Exit long,2021-10-03 20:45,Short,5093.25,1,25232.5,231.75,0.92,344,1.36,-47.25,-0.19,-6575.5,-0.66
2164,Entry long,2021-10-01 11:00,Long,5046.5,1,25232.5,231.75,0.92,344,1.36,-47.25,-0.19,-6575.5,-0.66
2165,Exit short,2021-10-04 01:15,Long,5095.5,1,25466.25,-13.25,-0.05,84,0.33,-27.25,-0.11,-6588.75,-0.66
2165,Entry short,2021-10-03 20:45,Short,5093.25,1,25466.25,-13.25,-0.05,84,0.33,-27.25,-0.11,-6588.75,-0.66
2166,Exit long,2021-10-04 02:15,Short,5076,1,25477.5,-99.5,-0.39,1.5,0.01,-98.5,-0.39,-6688.25,-0.67
2166,Entry long,2021-10-04 01:15,Long,5095.5,1,25477.5,-99.5,-0.39,1.5,0.01,-98.5,-0.39,-6688.25,-0.67
2167,Exit short,2021-10-04 06:15,Long,5084.5,1,25380,-44.5,-0.18,55.25,0.22,-49.75,-0.20,-6732.75,-0.67
2167,Entry short,2021-10-04 02:15,Short,5076,1,25380,-44.5,-0.18,55.25,0.22,-49.75,-0.20,-6732.75,-0.67
2168,Exit long,2021-10-04 10:15,Short,5073.5,1,25422.5,-57,-0.22,47.75,0.19,-87.25,-0.34,-6789.75,-0.68
2168,Entry long,2021-10-04 06:15,Long,5084.5,1,25422.5,-57,-0.22,47.75,0.19,-87.25,-0.34,-6789.75,-0.68
2169,Exit short,2021-10-04 18:15,Long,5046.5,1,25367.5,133,0.52,279,1.10,-14.75,-0.06,-6656.75,-0.67
2169,Entry short,2021-10-04 10:15,Short,5073.5,1,25367.5,133,0.52,279,1.10,-14.75,-0.06,-6656.75,-0.67
2170,Exit long,2021-10-04 20:45,Short,5028.75,1,25232.5,-90.75,-0.36,15.25,0.06,-89.75,-0.36,-6747.5,-0.67
2170,Entry long,2021-10-04 18:15,Long,5046.5,1,25232.5,-90.75,-0.36,15.25,0.06,-89.75,-0.36,-6747.5,-0.67
2171,Exit short,2021-10-04 22:30,Long,5037.5,1,25143.75,-45.75,-0.18,49,0.19,-46,-0.18,-6793.25,-0.68
