Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
352,Entry short,2024-07-23 08:30,Short,6012.5,1,30062.5,-60.75,-0.20,21.5,0.07,-59.75,-0.20,913.5,0.09
353,Exit long,2024-07-23 11:00,Short,6016.5,1,30121.25,-40.75,-0.14,37.75,0.13,-72.25,-0.24,872.75,0.09
353,Entry long,2024-07-23 09:45,Long,6024.25,1,30121.25,-40.75,-0.14,37.75,0.13,-72.25,-0.24,872.75,0.09
354,Exit short,2024-07-23 11:15,Long,6031.5,1,30082.5,-77,-0.26,0.25,0.00,-76,-0.25,795.75,0.08
354,Entry short,2024-07-23 11:00,Short,6016.5,1,30082.5,-77,-0.26,0.25,0.00,-76,-0.25,795.75,0.08
355,Exit long,2024-07-23 12:30,Short,6018.25,1,30157.5,-68.25,-0.23,17.75,0.06,-94.75,-0.31,727.5,0.07
355,Entry long,2024-07-23 11:15,Long,6031.5,1,30157.5,-68.25,-0.23,17.75,0.06,-94.75,-0.31,727.5,0.07
356,Exit short,2024-07-24 09:45,Short Exit,5938,1,30091.25,399.25,1.33,400.25,1.33,-24.75,-0.08,1126.75,0.11
356,Entry short,2024-07-23 12:30,Short,6018.25,1,30091.25,399.25,1.33,400.25,1.33,-24.75,-0.08,1126.75,0.11
357,Exit long,2024-07-25 03:00,Long Exit,5870.5,1,29430,-79.5,-0.27,11.5,0.04,-78.5,-0.27,1047.25,0.10
357,Entry long,2024-07-25 02:45,Long,5886,1,29430,-79.5,-0.27,11.5,0.04,-78.5,-0.27,1047.25,0.10
358,Exit short,2024-07-25 05:00,Long,5881.25,1,29370,-38.25,-0.13,90.25,0.31,-43.5,-0.15,1009,0.10
358,Entry short,2024-07-25 03:15,Short,5874,1,29370,-38.25,-0.13,90.25,0.31,-43.5,-0.15,1009,0.10
359,Exit long,2024-07-25 06:15,Short,5861.25,1,29406.25,-102,-0.35,25.25,0.09,-101,-0.34,907,0.09
359,Entry long,2024-07-25 05:00,Long,5881.25,1,29406.25,-102,-0.35,25.25,0.09,-101,-0.34,907,0.09
360,Exit short,2024-07-25 10:45,Long,5877,1,29306.25,-80.75,-0.28,115.25,0.39,-101,-0.34,826.25,0.08
360,Entry short,2024-07-25 06:15,Short,5861.25,1,29306.25,-80.75,-0.28,115.25,0.39,-101,-0.34,826.25,0.08
361,Exit long,2024-07-25 14:15,Short,5896.75,1,29385,96.75,0.33,307.75,1.05,-19.75,-0.07,923,0.09
361,Entry long,2024-07-25 10:45,Long,5877,1,29385,96.75,0.33,307.75,1.05,-19.75,-0.07,923,0.09
362,Exit short,2024-07-26 01:15,Long,5874,1,29483.75,111.75,0.38,290.25,0.98,-21,-0.07,1034.75,0.10
362,Entry short,2024-07-25 14:15,Short,5896.75,1,29483.75,111.75,0.38,290.25,0.98,-21,-0.07,1034.75,0.10
363,Exit long,2024-07-26 02:00,Short,5865.5,1,29370,-44.5,-0.15,1.5,0.01,-44.75,-0.15,990.25,0.10
363,Entry long,2024-07-26 01:15,Long,5874,1,29370,-44.5,-0.15,1.5,0.01,-44.75,-0.15,990.25,0.10
364,Exit short,2024-07-26 03:15,Short Exit,5876.75,1,29327.5,-58.25,-0.20,0.25,0.00,-57.25,-0.20,932,0.09
364,Entry short,2024-07-26 02:00,Short,5865.5,1,29327.5,-58.25,-0.20,0.25,0.00,-57.25,-0.20,932,0.09
365,Exit long,2024-07-26 13:45,Short,5906.5,1,29383.75,146.75,0.50,284,0.97,-14.75,-0.05,1078.75,0.11
365,Entry long,2024-07-26 03:45,Long,5876.75,1,29383.75,146.75,0.50,284,0.97,-14.75,-0.05,1078.75,0.11
366,Exit short,2024-07-28 19:30,Long,5918.75,1,29532.5,-63.25,-0.21,91.5,0.31,-68.5,-0.23,1015.5,0.10
366,Entry short,2024-07-26 13:45,Short,5906.5,1,29532.5,-63.25,-0.21,91.5,0.31,-68.5,-0.23,1015.5,0.10
367,Exit long,2024-07-29 03:15,Short,5924.25,1,29593.75,25.5,0.09,82.75,0.28,-11,-0.04,1041,0.10
367,Entry long,2024-07-28 19:30,Long,5918.75,1,29593.75,25.5,0.09,82.75,0.28,-11,-0.04,1041,0.10
368,Exit short,2024-07-29 06:15,Long,5925,1,29621.25,-5.75,-0.02,64,0.22,-11,-0.04,1035.25,0.10
368,Entry short,2024-07-29 03:15,Short,5924.25,1,29621.25,-5.75,-0.02,64,0.22,-11,-0.04,1035.25,0.10
369,Exit long,2024-07-29 09:15,Short,5921.25,1,29625,-20.75,-0.07,74,0.25,-28.5,-0.10,1014.5,0.10
369,Entry long,2024-07-29 06:15,Long,5925,1,29625,-20.75,-0.07,74,0.25,-28.5,-0.10,1014.5,0.10
370,Exit short,2024-07-29 10:00,Long,5926.5,1,29606.25,-28.25,-0.10,70.25,0.24,-27.25,-0.09,986.25,0.10
370,Entry short,2024-07-29 09:15,Short,5921.25,1,29606.25,-28.25,-0.10,70.25,0.24,-27.25,-0.09,986.25,0.10
371,Exit long,2024-07-29 10:00,Long Exit,5912.75,1,29632.5,-70.75,-0.24,19,0.06,-69.75,-0.24,915.5,0.09
371,Entry long,2024-07-29 10:00,Long,5926.5,1,29632.5,-70.75,-0.24,19,0.06,-69.75,-0.24,915.5,0.09
372,Exit short,2024-07-29 12:00,Long,5916.5,1,29513.75,-70.75,-0.24,79,0.27,-77.25,-0.26,844.75,0.08
372,Entry short,2024-07-29 11:00,Short,5902.75,1,29513.75,-70.75,-0.24,79,0.27,-77.25,-0.26,844.75,0.08
373,Exit long,2024-07-29 14:45,Short,5908.75,1,29582.5,-40.75,-0.14,71.5,0.24,-58.5,-0.20,804,0.08
373,Entry long,2024-07-29 12:00,Long,5916.5,1,29582.5,-40.75,-0.14,71.5,0.24,-58.5,-0.20,804,0.08
374,Exit short,2024-07-30 00:15,Long,5899.5,1,29543.75,44.25,0.15,119,0.40,-64.75,-0.22,848.25,0.08
374,Entry short,2024-07-29 14:45,Short,5908.75,1,29543.75,44.25,0.15,119,0.40,-64.75,-0.22,848.25,0.08
375,Exit long,2024-07-30 10:15,Short,5915,1,29497.5,75.5,0.26,167.75,0.57,-6,-0.02,923.75,0.09
375,Entry long,2024-07-30 00:15,Long,5899.5,1,29497.5,75.5,0.26,167.75,0.57,-6,-0.02,923.75,0.09
376,Exit short,2024-07-30 11:00,Short Exit,5874,1,29575,203,0.69,204,0.69,-23.5,-0.08,1126.75,0.11
376,Entry short,2024-07-30 10:15,Short,5915,1,29575,203,0.69,204,0.69,-23.5,-0.08,1126.75,0.11
377,Exit long,2024-07-30 16:00,Long Exit,5853.25,1,29360,-95.75,-0.33,121.5,0.41,-94.75,-0.32,1031,0.10
377,Entry long,2024-07-30 13:45,Long,5872,1,29360,-95.75,-0.33,121.5,0.41,-94.75,-0.32,1031,0.10
378,Exit short,2024-07-30 19:15,Long,5877.75,1,29245,-145.75,-0.50,11.5,0.04,-159.75,-0.55,885.25,0.09
378,Entry short,2024-07-30 16:15,Short,5849,1,29245,-145.75,-0.50,11.5,0.04,-159.75,-0.55,885.25,0.09
379,Exit long,2024-07-31 09:45,Short,5936,1,29388.75,289.25,0.98,376.5,1.28,-12.25,-0.04,1174.5,0.12
379,Entry long,2024-07-30 19:15,Long,5877.75,1,29388.75,289.25,0.98,376.5,1.28,-12.25,-0.04,1174.5,0.12
380,Exit short,2024-07-31 09:45,Short Exit,5944.75,1,29680,-45.75,-0.15,9,0.03,-44.75,-0.15,1128.75,0.11
380,Entry short,2024-07-31 09:45,Short,5936,1,29680,-45.75,-0.15,9,0.03,-44.75,-0.15,1128.75,0.11
381,Exit long,2024-07-31 13:45,Short,5954,1,29787.5,-19.5,-0.07,94,0.32,-63.5,-0.21,1109.25,0.11
381,Entry long,2024-07-31 10:15,Long,5957.5,1,29787.5,-19.5,-0.07,94,0.32,-63.5,-0.21,1109.25,0.11
382,Exit short,2024-07-31 14:45,Long,5984,1,29770,-152,-0.51,15.25,0.05,-151,-0.51,957.25,0.10
382,Entry short,2024-07-31 13:45,Short,5954,1,29770,-152,-0.51,15.25,0.05,-151,-0.51,957.25,0.10
383,Exit long,2024-07-31 15:30,Short,5955,1,29920,-147,-0.49,50.25,0.17,-174.75,-0.58,810.25,0.08
383,Entry long,2024-07-31 14:45,Long,5984,1,29920,-147,-0.49,50.25,0.17,-174.75,-0.58,810.25,0.08
384,Exit short,2024-07-31 19:15,Long,5992,1,29775,-187,-0.63,16.5,0.06,-186,-0.62,623.25,0.06
384,Entry short,2024-07-31 15:30,Short,5955,1,29775,-187,-0.63,16.5,0.06,-186,-0.62,623.25,0.06
385,Exit long,2024-08-01 02:30,Short,5988.25,1,29960,-20.75,-0.07,49,0.16,-39.75,-0.13,602.5,0.06
385,Entry long,2024-07-31 19:15,Long,5992,1,29960,-20.75,-0.07,49,0.16,-39.75,-0.13,602.5,0.06
386,Exit short,2024-08-01 06:30,Long,5985.5,1,29941.25,11.75,0.04,120.25,0.40,-22.25,-0.07,614.25,0.06
386,Entry short,2024-08-01 02:30,Short,5988.25,1,29941.25,11.75,0.04,120.25,0.40,-22.25,-0.07,614.25,0.06
387,Exit long,2024-08-01 10:15,Short,5978,1,29927.5,-39.5,-0.13,104,0.35,-43.5,-0.15,574.75,0.06
387,Entry long,2024-08-01 06:30,Long,5985.5,1,29927.5,-39.5,-0.13,104,0.35,-43.5,-0.15,574.75,0.06
388,Exit short,2024-08-01 13:15,Short Exit,5878,1,29890,498,1.67,499,1.67,-42.25,-0.14,1072.75,0.11
388,Entry short,2024-08-01 10:15,Short,5978,1,29890,498,1.67,499,1.67,-42.25,-0.14,1072.75,0.11
389,Exit long,2024-08-01 22:15,Long Exit,5826.25,1,29432.5,-303.25,-1.03,21.5,0.07,-302.25,-1.03,769.5,0.08
389,Entry long,2024-08-01 16:00,Long,5886.5,1,29432.5,-303.25,-1.03,21.5,0.07,-302.25,-1.03,769.5,0.08
390,Exit short,2024-08-02 12:45,Long,5781.25,1,29191.25,283,0.97,504,1.73,-62.25,-0.21,1052.5,0.11
390,Entry short,2024-08-01 22:30,Short,5838.25,1,29191.25,283,0.97,504,1.73,-62.25,-0.21,1052.5,0.11
391,Exit long,2024-08-04 18:15,Short,5736.25,1,28906.25,-227,-0.79,15.25,0.05,-273.5,-0.95,825.5,0.08
391,Entry long,2024-08-02 12:45,Long,5781.25,1,28906.25,-227,-0.79,15.25,0.05,-273.5,-0.95,825.5,0.08
392,Exit short,2024-08-05 04:00,Long,5661.25,1,28681.25,373,1.30,650.25,2.27,-76,-0.26,1198.5,0.12
392,Entry short,2024-08-04 18:15,Short,5736.25,1,28681.25,373,1.30,650.25,2.27,-76,-0.26,1198.5,0.12
393,Exit long,2024-08-05 05:45,Short,5625.75,1,28306.25,-179.5,-0.63,107.75,0.38,-178.5,-0.63,1019,0.10
393,Entry long,2024-08-05 04:00,Long,5661.25,1,28306.25,-179.5,-0.63,107.75,0.38,-178.5,-0.63,1019,0.10
394,Exit short,2024-08-05 10:00,Long,5603.25,1,28128.75,110.5,0.39,502.75,1.79,-136,-0.48,1129.5,0.11
394,Entry short,2024-08-05 05:45,Short,5625.75,1,28128.75,110.5,0.39,502.75,1.79,-136,-0.48,1129.5,0.11
395,Exit long,2024-08-05 14:45,Short,5614.75,1,28016.25,55.5,0.20,407.75,1.46,-44.75,-0.16,1185,0.12
395,Entry long,2024-08-05 10:00,Long,5603.25,1,28016.25,55.5,0.20,407.75,1.46,-44.75,-0.16,1185,0.12
396,Exit short,2024-08-05 18:00,Long,5655.25,1,28073.75,-204.5,-0.73,86.5,0.31,-208.5,-0.74,980.5,0.10
396,Entry short,2024-08-05 14:45,Short,5614.75,1,28073.75,-204.5,-0.73,86.5,0.31,-208.5,-0.74,980.5,0.10
397,Exit long,2024-08-06 03:00,Short,5679.5,1,28276.25,119.25,0.42,277.75,0.98,-4.75,-0.02,1099.75,0.11
397,Entry long,2024-08-05 18:00,Long,5655.25,1,28276.25,119.25,0.42,277.75,0.98,-4.75,-0.02,1099.75,0.11
398,Exit short,2024-08-06 07:15,Long,5672,1,28397.5,35.5,0.13,231.5,0.82,-52.25,-0.18,1135.25,0.11
398,Entry short,2024-08-06 03:00,Short,5679.5,1,28397.5,35.5,0.13,231.5,0.82,-52.25,-0.18,1135.25,0.11
399,Exit long,2024-08-06 08:45,Short,5643,1,28360,-147,-0.52,46.5,0.16,-168.5,-0.59,988.25,0.10
399,Entry long,2024-08-06 07:15,Long,5672,1,28360,-147,-0.52,46.5,0.16,-168.5,-0.59,988.25,0.10
400,Exit short,2024-08-06 10:00,Long,5668,1,28215,-127,-0.45,80.25,0.28,-153.5,-0.54,861.25,0.09
400,Entry short,2024-08-06 08:45,Short,5643,1,28215,-127,-0.45,80.25,0.28,-153.5,-0.54,861.25,0.09
401,Exit long,2024-08-06 15:45,Short,5705.5,1,28340,185.5,0.65,394,1.39,-39.75,-0.14,1046.75,0.10
401,Entry long,2024-08-06 10:00,Long,5668,1,28340,185.5,0.65,394,1.39,-39.75,-0.14,1046.75,0.10
402,Exit short,2024-08-06 21:45,Long,5686.5,1,28527.5,93,0.33,315.25,1.11,-31,-0.11,1139.75,0.11
402,Entry short,2024-08-06 15:45,Short,5705.5,1,28527.5,93,0.33,315.25,1.11,-31,-0.11,1139.75,0.11
403,Exit long,2024-08-07 03:30,Short,5690,1,28432.5,15.5,0.05,191.5,0.67,-11,-0.04,1155.25,0.12
403,Entry long,2024-08-06 21:45,Long,5686.5,1,28432.5,15.5,0.05,191.5,0.67,-11,-0.04,1155.25,0.12
404,Exit short,2024-08-07 04:15,Long,5713.75,1,28450,-120.75,-0.42,15.25,0.05,-127.25,-0.45,1034.5,0.10
404,Entry short,2024-08-07 03:30,Short,5690,1,28450,-120.75,-0.42,15.25,0.05,-127.25,-0.45,1034.5,0.10
405,Exit long,2024-08-07 10:30,Short,5735.5,1,28568.75,106.75,0.37,254,0.89,-21,-0.07,1141.25,0.11
405,Entry long,2024-08-07 04:15,Long,5713.75,1,28568.75,106.75,0.37,254,0.89,-21,-0.07,1141.25,0.11
406,Exit short,2024-08-07 10:45,Short Exit,5755.5,1,28677.5,-102,-0.36,11.5,0.04,-101,-0.35,1039.25,0.10
406,Entry short,2024-08-07 10:30,Short,5735.5,1,28677.5,-102,-0.36,11.5,0.04,-101,-0.35,1039.25,0.10
407,Exit long,2024-08-08 01:45,Short,5623.25,1,28143.75,-29.5,-0.10,80.25,0.29,-53.5,-0.19,1009.75,0.10
407,Entry long,2024-08-07 21:30,Long,5628.75,1,28143.75,-29.5,-0.10,80.25,0.29,-53.5,-0.19,1009.75,0.10
408,Exit short,2024-08-08 02:30,Long,5639.75,1,28116.25,-84.5,-0.30,36.5,0.13,-98.5,-0.35,925.25,0.09
408,Entry short,2024-08-08 01:45,Short,5623.25,1,28116.25,-84.5,-0.30,36.5,0.13,-98.5,-0.35,925.25,0.09
409,Exit long,2024-08-08 03:30,Short,5616.75,1,28198.75,-117,-0.41,6.5,0.02,-136,-0.48,808.25,0.08
409,Entry long,2024-08-08 02:30,Long,5639.75,1,28198.75,-117,-0.41,6.5,0.02,-136,-0.48,808.25,0.08
410,Exit short,2024-08-08 07:15,Long,5637,1,28083.75,-103.25,-0.37,44,0.16,-102.25,-0.36,705,0.07
410,Entry short,2024-08-08 03:30,Short,5616.75,1,28083.75,-103.25,-0.37,44,0.16,-102.25,-0.36,705,0.07
411,Exit long,2024-08-08 19:00,Long Exit,5767.5,1,28185,650.5,2.31,651.5,2.31,-41,-0.15,1355.5,0.14
411,Entry long,2024-08-08 07:15,Long,5637,1,28185,650.5,2.31,651.5,2.31,-41,-0.15,1355.5,0.14
412,Exit short,2024-08-09 02:45,Long,5754.5,1,28693.75,-80.75,-0.28,20.25,0.07,-87.25,-0.30,1274.75,0.13
412,Entry short,2024-08-09 01:00,Short,5738.75,1,28693.75,-80.75,-0.28,20.25,0.07,-87.25,-0.30,1274.75,0.13
413,Exit long,2024-08-09 06:45,Short,5759.75,1,28772.5,24.25,0.08,114,0.40,-34.75,-0.12,1299,0.13
413,Entry long,2024-08-09 02:45,Long,5754.5,1,28772.5,24.25,0.08,114,0.40,-34.75,-0.12,1299,0.13
414,Exit short,2024-08-09 10:15,Long,5759.5,1,28798.75,-0.75,0.00,172.75,0.60,-53.5,-0.19,1298.25,0.13
414,Entry short,2024-08-09 06:45,Short,5759.75,1,28798.75,-0.75,0.00,172.75,0.60,-53.5,-0.19,1298.25,0.13
415,Exit long,2024-08-09 12:15,Short,5746.25,1,28797.5,-68.25,-0.24,61.5,0.21,-107.25,-0.37,1230,0.12
415,Entry long,2024-08-09 10:15,Long,5759.5,1,28797.5,-68.25,-0.24,61.5,0.21,-107.25,-0.37,1230,0.12
416,Exit short,2024-08-09 13:15,Long,5773,1,28731.25,-135.75,-0.47,14,0.05,-134.75,-0.47,1094.25,0.11
416,Entry short,2024-08-09 12:15,Short,5746.25,1,28731.25,-135.75,-0.47,14,0.05,-134.75,-0.47,1094.25,0.11
417,Exit long,2024-08-12 09:45,Short,5764.25,1,28865,-45.75,-0.16,109,0.38,-88.5,-0.31,1048.5,0.10
417,Entry long,2024-08-09 13:15,Long,5773,1,28865,-45.75,-0.16,109,0.38,-88.5,-0.31,1048.5,0.10
418,Exit short,2024-08-12 10:15,Long,5782.5,1,28821.25,-93.25,-0.32,52.75,0.18,-92.25,-0.32,955.25,0.10
418,Entry short,2024-08-12 09:45,Short,5764.25,1,28821.25,-93.25,-0.32,52.75,0.18,-92.25,-0.32,955.25,0.10
419,Exit long,2024-08-12 11:15,Long Exit,5770.75,1,28912.5,-60.75,-0.21,96.5,0.33,-59.75,-0.21,894.5,0.09
419,Entry long,2024-08-12 10:15,Long,5782.5,1,28912.5,-60.75,-0.21,96.5,0.33,-59.75,-0.21,894.5,0.09
420,Exit short,2024-08-12 12:00,Long,5793,1,28863.75,-103.25,-0.36,35.25,0.12,-109.75,-0.38,791.25,0.08
420,Entry short,2024-08-12 11:30,Short,5772.75,1,28863.75,-103.25,-0.36,35.25,0.12,-109.75,-0.38,791.25,0.08
421,Exit long,2024-08-12 14:00,Short,5768,1,28965,-127,-0.44,12.75,0.04,-157.25,-0.54,664.25,0.07
421,Entry long,2024-08-12 12:00,Long,5793,1,28965,-127,-0.44,12.75,0.04,-157.25,-0.54,664.25,0.07
422,Exit short,2024-08-13 01:30,Long,5788,1,28840,-102,-0.35,30.25,0.10,-103.5,-0.36,562.25,0.06
422,Entry short,2024-08-12 14:00,Short,5768,1,28840,-102,-0.35,30.25,0.10,-103.5,-0.36,562.25,0.06
423,Exit long,2024-08-13 04:45,Short,5793.25,1,28940,24.25,0.08,94,0.32,-23.5,-0.08,586.5,0.06
423,Entry long,2024-08-13 01:30,Long,5788,1,28940,24.25,0.08,94,0.32,-23.5,-0.08,586.5,0.06
424,Exit short,2024-08-13 08:00,Long,5790.25,1,28966.25,13,0.04,86.5,0.30,-41,-0.14,599.5,0.06
424,Entry short,2024-08-13 04:45,Short,5793.25,1,28966.25,13,0.04,86.5,0.30,-41,-0.14,599.5,0.06
425,Exit long,2024-08-13 12:45,Long Exit,5852.5,1,28951.25,309.25,1.07,310.25,1.07,-7.25,-0.03,908.75,0.09
425,Entry long,2024-08-13 08:00,Long,5790.25,1,28951.25,309.25,1.07,310.25,1.07,-7.25,-0.03,908.75,0.09
426,Exit short,2024-08-14 02:30,Long,5867,1,29292.5,-44.5,-0.15,4,0.01,-49.75,-0.17,864.25,0.09
426,Entry short,2024-08-13 22:15,Short,5858.5,1,29292.5,-44.5,-0.15,4,0.01,-49.75,-0.17,864.25,0.09
427,Exit long,2024-08-14 04:15,Short,5861,1,29335,-32,-0.11,10.25,0.03,-36,-0.12,832.25,0.08
427,Entry long,2024-08-14 02:30,Long,5867,1,29335,-32,-0.11,10.25,0.03,-36,-0.12,832.25,0.08
428,Exit short,2024-08-14 08:15,Short Exit,5874.25,1,29305,-68.25,-0.23,9,0.03,-67.25,-0.23,764,0.08
428,Entry short,2024-08-14 04:15,Short,5861,1,29305,-68.25,-0.23,9,0.03,-67.25,-0.23,764,0.08
429,Exit long,2024-08-14 08:30,Long Exit,5856,1,29343.75,-65.75,-0.22,51.5,0.18,-64.75,-0.22,698.25,0.07
429,Entry long,2024-08-14 08:30,Long,5868.75,1,29343.75,-65.75,-0.22,51.5,0.18,-64.75,-0.22,698.25,0.07
430,Exit short,2024-08-14 11:15,Long,5870.75,1,29297.5,-58.25,-0.20,75.25,0.26,-59.75,-0.20,640,0.06
430,Entry short,2024-08-14 09:45,Short,5859.5,1,29297.5,-58.25,-0.20,75.25,0.26,-59.75,-0.20,640,0.06
431,Exit long,2024-08-14 12:30,Short,5869.75,1,29353.75,-7,-0.02,111.5,0.38,-33.5,-0.11,633,0.06
431,Entry long,2024-08-14 11:15,Long,5870.75,1,29353.75,-7,-0.02,111.5,0.38,-33.5,-0.11,633,0.06
432,Exit short,2024-08-14 15:00,Long,5886.5,1,29348.75,-85.75,-0.29,41.5,0.14,-88.5,-0.30,547.25,0.05
432,Entry short,2024-08-14 12:30,Short,5869.75,1,29348.75,-85.75,-0.29,41.5,0.14,-88.5,-0.30,547.25,0.05
433,Exit long,2024-08-15 02:30,Short,5886.75,1,29432.5,-0.75,0.00,54,0.18,-78.5,-0.27,546.5,0.05
433,Entry long,2024-08-14 15:00,Long,5886.5,1,29432.5,-0.75,0.00,54,0.18,-78.5,-0.27,546.5,0.05
434,Exit short,2024-08-15 03:30,Long,5895.5,1,29433.75,-45.75,-0.16,0.25,0.00,-46,-0.16,500.75,0.05
434,Entry short,2024-08-15 02:30,Short,5886.75,1,29433.75,-45.75,-0.16,0.25,0.00,-46,-0.16,500.75,0.05
435,Exit long,2024-08-15 04:30,Short,5888.5,1,29477.5,-37,-0.13,7.75,0.03,-36,-0.12,463.75,0.05
435,Entry long,2024-08-15 03:30,Long,5895.5,1,29477.5,-37,-0.13,7.75,0.03,-36,-0.12,463.75,0.05
436,Exit short,2024-08-15 07:30,Long,5894.25,1,29442.5,-30.75,-0.10,55.25,0.19,-33.5,-0.11,433,0.04
436,Entry short,2024-08-15 04:30,Short,5888.5,1,29442.5,-30.75,-0.10,55.25,0.19,-33.5,-0.11,433,0.04
437,Exit long,2024-08-15 09:45,Long Exit,5945.5,1,29471.25,254.25,0.86,255.25,0.87,-19.75,-0.07,687.25,0.07
437,Entry long,2024-08-15 07:30,Long,5894.25,1,29471.25,254.25,0.86,255.25,0.87,-19.75,-0.07,687.25,0.07
438,Exit short,2024-08-16 09:45,Long,5960.75,1,29900,94.25,0.32,189,0.63,-21,-0.07,781.5,0.08
438,Entry short,2024-08-16 04:00,Short,5980,1,29900,94.25,0.32,189,0.63,-21,-0.07,781.5,0.08
439,Exit long,2024-08-16 11:00,Short,5962.25,1,29803.75,5.5,0.02,81.5,0.27,-18.5,-0.06,787,0.08
439,Entry long,2024-08-16 09:45,Long,5960.75,1,29803.75,5.5,0.02,81.5,0.27,-18.5,-0.06,787,0.08
440,Exit short,2024-08-16 12:00,Long,5974.75,1,29811.25,-64.5,-0.22,9,0.03,-72.25,-0.24,722.5,0.07
440,Entry short,2024-08-16 11:00,Short,5962.25,1,29811.25,-64.5,-0.22,9,0.03,-72.25,-0.24,722.5,0.07
441,Exit long,2024-08-19 00:45,Short,5982.25,1,29873.75,35.5,0.12,120.25,0.40,-11,-0.04,758,0.08
441,Entry long,2024-08-16 12:00,Long,5974.75,1,29873.75,35.5,0.12,120.25,0.40,-11,-0.04,758,0.08
442,Exit short,2024-08-19 07:15,Long,5987.25,1,29911.25,-27,-0.09,56.5,0.19,-27.25,-0.09,731,0.07
442,Entry short,2024-08-19 00:45,Short,5982.25,1,29911.25,-27,-0.09,56.5,0.19,-27.25,-0.09,731,0.07
443,Exit long,2024-08-20 00:00,Short,6034.5,1,29936.25,234.25,0.78,274,0.92,-41,-0.14,965.25,0.10
443,Entry long,2024-08-19 07:15,Long,5987.25,1,29936.25,234.25,0.78,274,0.92,-41,-0.14,965.25,0.10
444,Exit short,2024-08-20 02:45,Long,6041.5,1,30172.5,-37,-0.12,0,0.00,-38.5,-0.13,928.25,0.09
444,Entry short,2024-08-20 00:00,Short,6034.5,1,30172.5,-37,-0.12,0,0.00,-38.5,-0.13,928.25,0.09
445,Exit long,2024-08-20 04:30,Short,6038.25,1,30207.5,-18.25,-0.06,26.5,0.09,-17.25,-0.06,910,0.09
445,Entry long,2024-08-20 02:45,Long,6041.5,1,30207.5,-18.25,-0.06,26.5,0.09,-17.25,-0.06,910,0.09
446,Exit short,2024-08-20 09:45,Long,6041.5,1,30191.25,-18.25,-0.06,35.25,0.12,-23.5,-0.08,891.75,0.09
446,Entry short,2024-08-20 04:30,Short,6038.25,1,30191.25,-18.25,-0.06,35.25,0.12,-23.5,-0.08,891.75,0.09
447,Exit long,2024-08-20 10:00,Long Exit,6031.5,1,30207.5,-52,-0.17,36.5,0.12,-51,-0.17,839.75,0.08
447,Entry long,2024-08-20 09:45,Long,6041.5,1,30207.5,-52,-0.17,36.5,0.12,-51,-0.17,839.75,0.08
448,Exit short,2024-08-20 14:15,Long,6031.75,1,30173.75,13,0.04,107.75,0.36,-8.5,-0.03,852.75,0.09
448,Entry short,2024-08-20 10:15,Short,6034.75,1,30173.75,13,0.04,107.75,0.36,-8.5,-0.03,852.75,0.09
449,Exit long,2024-08-21 03:00,Short,6029,1,30158.75,-15.75,-0.05,27.75,0.09,-44.75,-0.15,837,0.08
449,Entry long,2024-08-20 14:15,Long,6031.75,1,30158.75,-15.75,-0.05,27.75,0.09,-44.75,-0.15,837,0.08
450,Exit short,2024-08-21 07:00,Long,6035,1,30145,-32,-0.11,20.25,0.07,-34.75,-0.12,805,0.08
450,Entry short,2024-08-21 03:00,Short,6029,1,30145,-32,-0.11,20.25,0.07,-34.75,-0.12,805,0.08
451,Exit long,2024-08-21 11:00,Short,6031.25,1,30175,-20.75,-0.07,127.75,0.42,-52.25,-0.17,784.25,0.08
451,Entry long,2024-08-21 07:00,Long,6035,1,30175,-20.75,-0.07,127.75,0.42,-52.25,-0.17,784.25,0.08
452,Exit short,2024-08-21 13:00,Long,6041,1,30156.25,-50.75,-0.17,60.25,0.20,-58.5,-0.19,733.5,0.07
452,Entry short,2024-08-21 11:00,Short,6031.25,1,30156.25,-50.75,-0.17,60.25,0.20,-58.5,-0.19,733.5,0.07
453,Exit long,2024-08-21 22:30,Short,6041.75,1,30205,1.75,0.01,76.5,0.25,-48.5,-0.16,735.25,0.07
453,Entry long,2024-08-21 13:00,Long,6041,1,30205,1.75,0.01,76.5,0.25,-48.5,-0.16,735.25,0.07
454,Exit short,2024-08-22 02:15,Long,6046.5,1,30208.75,-25.75,-0.09,24,0.08,-24.75,-0.08,709.5,0.07
454,Entry short,2024-08-21 22:30,Short,6041.75,1,30208.75,-25.75,-0.09,24,0.08,-24.75,-0.08,709.5,0.07
455,Exit long,2024-08-22 10:15,Short,6048,1,30232.5,5.5,0.02,139,0.46,-17.25,-0.06,715,0.07
455,Entry long,2024-08-22 02:15,Long,6046.5,1,30232.5,5.5,0.02,139,0.46,-17.25,-0.06,715,0.07
456,Exit short,2024-08-22 12:30,Long,6035.5,1,30240,60.5,0.20,199,0.66,-23.5,-0.08,775.5,0.08
456,Entry short,2024-08-22 10:15,Short,6048,1,30240,60.5,0.20,199,0.66,-23.5,-0.08,775.5,0.08
457,Exit long,2024-08-22 12:45,Long Exit,6019.5,1,30177.5,-82,-0.27,16.5,0.05,-81,-0.27,693.5,0.07
457,Entry long,2024-08-22 12:30,Long,6035.5,1,30177.5,-82,-0.27,16.5,0.05,-81,-0.27,693.5,0.07
